ge,state,parlimen,ballot_order,party,votes,result,result_desc,uid,name,birth_year,sex,ethnicity
14,Negeri Sembilan,P.128 Seremban,2,PARTI ISLAM SE MALAYSIA (PAS),11506,0,lost,4232,SHARIFFUDDIN,1962,male,bumiputera
14,Negeri Sembilan,P.128 Seremban,3,PARTI KEADILAN RAKYAT (PKR),55503,1,won,3477,LOKE SIEW FOOK,1977,male,chinese
14,Negeri Sembilan,P.129 Kuala Pilah,1,PARTI ISLAM SE MALAYSIA (PAS),4347,0,lost_deposit,4233,RAFIEI,1954,male,bumiputera
14,Negeri Sembilan,P.129 Kuala Pilah,2,BARISAN NASIONAL (BN),17845,0,lost,3474,HASAN BIN MALEK,1946,male,bumiputera
14,Negeri Sembilan,P.129 Kuala Pilah,3,PARTI KEADILAN RAKYAT (PKR),18045,1,won,4234,EDDIN SYAZLEE SHITH,1974,male,bumiputera
14,Negeri Sembilan,P.130 Rasah,1,PARTI ISLAM SE MALAYSIA (PAS),8260,0,lost_deposit,4235,KHAIRIL ANUAR WAFA,1977,male,bumiputera
14,Negeri Sembilan,P.130 Rasah,2,BARISAN NASIONAL (BN),14939,0,lost,4236,NG KIAN NAM,1979,male,chinese
14,Negeri Sembilan,P.130 Rasah,3,PARTI ALTERNATIF RAKYAT (PAP),302,0,lost_deposit,4237,DAVID DASS ASEERPATHAM,1976,male,indian
14,Negeri Sembilan,P.130 Rasah,4,PARTI KEADILAN RAKYAT (PKR),61806,1,won,4238,CHA KEE CHIN,1974,male,chinese
14,Negeri Sembilan,P.131 Rembau,1,PARTI ISLAM SE MALAYSIA (PAS),6028,0,lost_deposit,3671,MUSTAFFA,1952,male,bumiputera
14,Negeri Sembilan,P.131 Rembau,2,BARISAN NASIONAL (BN),36096,1,won,3478,KHAIRY JAMALUDDIN ABU BAKAR,1976,male,bumiputera
14,Negeri Sembilan,P.131 Rembau,3,PARTI KEADILAN RAKYAT (PKR),31732,0,lost,4239,ROSELI BIN ABDUL GANI (B),1955,male,bumiputera
14,Negeri Sembilan,P.132 Port Dickson,1,PARTI ISLAM SE MALAYSIA (PAS),6594,0,lost_deposit,4240,MAHFUZ ROSLAN,1985,male,bumiputera
14,Negeri Sembilan,P.132 Port Dickson,2,PARTI KEADILAN RAKYAT (PKR),36225,1,won,4241,DANYAL,1951,male,indian
14,Negeri Sembilan,P.132 Port Dickson,3,BARISAN NASIONAL (BN),18515,0,lost,3839,V.S. MOGAN,1969,male,indian
14,Negeri Sembilan,P.133 Tampin,1,PARTI KEADILAN RAKYAT (PKR),22435,1,won,4242,HASAN BAHROM,1956,male,bumiputera
14,Negeri Sembilan,P.133 Tampin,2,BARISAN NASIONAL (BN),21433,0,lost,2778,SHAZIMAN BIN ABU MANSOR,1964,male,bumiputera
14,Negeri Sembilan,P.133 Tampin,3,PARTI ISLAM SE MALAYSIA (PAS),4598,0,lost_deposit,4243,MEJAR ABDUL HALIM BIN ABU BAKAR (BERSARA),1967,male,bumiputera
14,Melaka,P.134 Masjid Tanah,1,PARTI KEADILAN RAKYAT (PKR),14739,0,lost,4244,SABIRIN BIN JA'AFAR,1964,male,bumiputera
14,Melaka,P.134 Masjid Tanah,2,PARTI ISLAM SE MALAYSIA (PAS),4688,0,lost_deposit,4245,NASIR OTHMAN,1976,male,bumiputera
14,Melaka,P.134 Masjid Tanah,3,BARISAN NASIONAL (BN),22898,1,won,3840,MAS ERMIEYATI,1976,female,bumiputera
14,Melaka,P.135 Alor Gajah,1,PARTI ISLAM SE MALAYSIA (PAS),6135,0,lost_deposit,4246,NAZREE ARIS,1973,male,bumiputera
14,Melaka,P.135 Alor Gajah,2,PARTI KEADILAN RAKYAT (PKR),29330,1,won,4247,MOHD REDZUAN YUSOF (PAK WAN),1957,male,bumiputera
14,Melaka,P.135 Alor Gajah,3,BARISAN NASIONAL (BN),22350,0,lost,3144,WONG NAI CHEE,1969,male,chinese
14,Melaka,P.136 Tangga Batu,1,PARTI KEADILAN RAKYAT (PKR),32420,1,won,4248,RUSNAH,1962,female,bumiputera
14,Melaka,P.136 Tangga Batu,2,BARISAN NASIONAL (BN),27761,0,lost,4249,ZALI MAT YASIN.,1974,male,bumiputera
14,Melaka,P.136 Tangga Batu,3,PARTI ISLAM SE MALAYSIA (PAS),8961,0,lost,1207,DZULKIFLI ISMAIL,1966,male,bumiputera
14,Melaka,P.137 Hang Tuah Jaya,1,PARTI KEADILAN RAKYAT (PKR),39067,1,won,3142,SHAMSUL ISKANDAR HAJI MOHD AKIN,1975,male,bumiputera
14,Melaka,P.137 Hang Tuah Jaya,2,BARISAN NASIONAL (BN),30427,0,lost,2474,MOHD. ALI BIN MOHD. RUSTAM,1950,male,bumiputera
14,Melaka,P.137 Hang Tuah Jaya,3,PARTI ISLAM SE MALAYSIA (PAS),7089,0,lost_deposit,4250,KHALID KASSIM,1950,male,bumiputera
14,Melaka,P.138 Kota Melaka,1,BARISAN NASIONAL (BN),27343,0,lost,4251,ERIC CHOO WEI SERN,1988,male,chinese
14,Melaka,P.138 Kota Melaka,2,PARTI KEADILAN RAKYAT (PKR),76518,1,won,4252,KHOO POAY TIONG,1971,male,chinese
14,Melaka,P.138 Kota Melaka,3,BEBAS (BEBAS),1415,0,lost_deposit,3140,GOH LEONG SAN,1968,male,chinese
14,Melaka,P.139 Jasin,1,PARTI KEADILAN RAKYAT (PKR),26341,0,lost,4253,KHAIRUDDIN ABU HASSAN,1962,male,bumiputera
14,Melaka,P.139 Jasin,2,PARTI ISLAM SE MALAYSIA (PAS),8860,0,lost,4254,ABDUL ALIM SHAPIE,1959,male,bumiputera
14,Melaka,P.139 Jasin,3,BARISAN NASIONAL (BN),26560,1,won,3491,AHMAD HAMZAH,1949,male,bumiputera
14,Johor,P.140 Segamat,1,PARTI ISLAM SE MALAYSIA (PAS),2676,0,lost_deposit,4255,KHAIRUL FAIZI BIN AHMAD KAMIL,1973,male,bumiputera
14,Johor,P.140 Segamat,2,BARISAN NASIONAL (BN),18584,0,lost,985,S. S. SUBRAMANIAM,1953,male,indian
14,Johor,P.140 Segamat,3,PARTI KEADILAN RAKYAT (PKR),24060,1,won,3770,SANTHARA,1971,male,indian
14,Johor,P.141 Sekijang,1,BARISAN NASIONAL (BN),18278,0,lost,4256,AYUB BIN RAHMAT,1970,male,bumiputera
14,Johor,P.141 Sekijang,2,PARTI KEADILAN RAKYAT (PKR),19559,1,won,4257,NATRAH ISMAIL,1951,female,bumiputera
14,Johor,P.142 Labis,1,PARTI KEADILAN RAKYAT (PKR),16977,1,won,3148,PANG HOK LIONG,1957,male,chinese
14,Johor,P.142 Labis,2,PARTI ISLAM SE MALAYSIA (PAS),2034,0,lost_deposit,4258,SARCHU SAWAL,1949,male,bumiputera
14,Johor,P.142 Labis,3,BARISAN NASIONAL (BN),13567,0,lost,3493,CHUA TEE YONG,1977,male,chinese
14,Johor,P.143 Pagoh,1,BARISAN NASIONAL (BN),16631,0,lost,365,ISMAIL BIN MOHAMED,1972,male,bumiputera
14,Johor,P.143 Pagoh,2,PARTI KEADILAN RAKYAT (PKR),23558,1,won,2797,MUHYIDDIN BIN MD YASIN,1947,male,bumiputera
14,Johor,P.143 Pagoh,3,PARTI ISLAM SE MALAYSIA (PAS),2483,0,lost_deposit,4259,AHMAD NAWFAL BIN MAHFODZ,1985,male,bumiputera
14,Johor,P.144 Ledang,1,PARTI ISLAM SE MALAYSIA (PAS),4668,0,lost_deposit,4260,RUSMAN BIN KEMIN,1967,male,bumiputera
14,Johor,P.144 Ledang,2,BARISAN NASIONAL (BN),26040,0,lost,3153,HAMIM SAMURI,1958,male,bumiputera
14,Johor,P.144 Ledang,3,PARTI KEADILAN RAKYAT (PKR),34706,1,won,4261,SYED IBRAHIM BIN SYED NOH,1964,male,bumiputera
14,Johor,P.145 Bakri,1,BARISAN NASIONAL (BN),15507,0,lost,4262,KOH CHON CHAI,1967,male,chinese
14,Johor,P.145 Bakri,2,PARTI KEADILAN RAKYAT (PKR),38718,1,won,4263,YEO BEE YIN,1983,female,chinese
14,Johor,P.145 Bakri,3,PARTI ISLAM SE MALAYSIA (PAS),7575,0,lost_deposit,4264,ZARUL BIN SALLEH,1979,male,bumiputera
14,Johor,P.146 Muar,1,PARTI ISLAM SE MALAYSIA (PAS),4354,0,lost_deposit,4265,ABDUL AZIZ BIN TALIB,1959,male,bumiputera
14,Johor,P.146 Muar,2,PARTI KEADILAN RAKYAT (PKR),22341,1,won,4266,SYED SADDIQ SYED ABDUL RAHMAN,1993,male,bumiputera
14,Johor,P.146 Muar,3,BARISAN NASIONAL (BN),15388,0,lost,3498,CHE RAZALI BIN IBRAHIM,1971,male,bumiputera
14,Johor,P.147 Parit Sulong,1,BARISAN NASIONAL (BN),24481,1,won,3501,NORAINI AHMAD,1967,female,bumiputera
14,Johor,P.147 Parit Sulong,2,PARTI KEADILAN RAKYAT (PKR),18140,0,lost,4267,ANIS AFIDA,1988,female,bumiputera
14,Johor,P.147 Parit Sulong,3,PARTI ISLAM SE MALAYSIA (PAS),7148,0,lost,4268,AHMAD ROSDI BIN BAHARI,1976,male,bumiputera
14,Johor,P.148 Ayer Hitam,1,PARTI ISLAM SE MALAYSIA (PAS),4975,0,lost,4269,MARDI MARWAN,1950,male,bumiputera
14,Johor,P.148 Ayer Hitam,2,BARISAN NASIONAL (BN),17076,1,won,3502,WEE KA SIONG,1968,male,chinese
14,Johor,P.148 Ayer Hitam,3,PARTI KEADILAN RAKYAT (PKR),16773,0,lost,3357,LIEW CHIN TONG,1977,male,chinese
14,Johor,P.149 Sri Gading,1,PARTI KEADILAN RAKYAT (PKR),21511,1,won,4270,SHAHRUDDIN SALLEH,1956,male,bumiputera
14,Johor,P.149 Sri Gading,2,PARTI ISLAM SE MALAYSIA (PAS),4548,0,lost_deposit,4271,M ASHARI SIDON,1960,male,bumiputera
14,Johor,P.149 Sri Gading,3,BARISAN NASIONAL (BN),18223,0,lost,3856,AZIZ KAPRAWI,1960,male,bumiputera
14,Johor,P.150 Batu Pahat,1,PARTI ISLAM SE MALAYSIA (PAS),8173,0,lost_deposit,4272,MAHFODZ BIN MOHAMED,1945,male,bumiputera
14,Johor,P.150 Batu Pahat,2,PARTI KEADILAN RAKYAT (PKR),45929,1,won,4273,MOHD RASHID,1960,male,bumiputera
14,Johor,P.150 Batu Pahat,3,BARISAN NASIONAL (BN),28035,0,lost,4274,HALIZA BINTI ABDULLAH,1968,female,bumiputera
14,Johor,P.151 Simpang Renggam,1,PARTI ISLAM SE MALAYSIA (PAS),2983,0,lost_deposit,4275,MOHD JUBRI BIN SELAMAT,1957,male,bumiputera
14,Johor,P.151 Simpang Renggam,2,PARTI KEADILAN RAKYAT (PKR),18157,1,won,4276,MASZLEE MALIK,1975,male,bumiputera
14,Johor,P.151 Simpang Renggam,3,BARISAN NASIONAL (BN),14682,0,lost,3507,LIANG TECK MENG,1972,male,chinese
14,Johor,P.152 Kluang,1,PARTI ISLAM SE MALAYSIA (PAS),8242,0,lost_deposit,4277,HASBULLAH NAJIB,1989,male,bumiputera
14,Johor,P.152 Kluang,2,PARTI KEADILAN RAKYAT (PKR),47671,1,won,4278,WONG SHU QI,1983,female,bumiputera
14,Johor,P.152 Kluang,3,BARISAN NASIONAL (BN),24618,0,lost,4279,GAN PING SIEU,1966,male,chinese
14,Johor,P.153 Sembrong,1,BARISAN NASIONAL (BN),21353,1,won,3510,HISHAMMUDDIN TUN HUSSEIN,1961,male,bumiputera
14,Johor,P.153 Sembrong,2,PARTI KEADILAN RAKYAT (PKR),14691,0,lost,3859,ONN BIN ABU BAKAR,1963,male,bumiputera
14,Johor,P.154 Mersing,1,PARTI KEADILAN RAKYAT (PKR),11347,0,lost,4280,MOHD NASIR BIN HASHIM,1958,male,bumiputera
14,Johor,P.154 Mersing,2,PARTI ISLAM SE MALAYSIA (PAS),6215,0,lost,4281,A. RAHMAN BIN A. HAMID,1954,male,bumiputera
14,Johor,P.154 Mersing,3,BARISAN NASIONAL (BN),19806,1,won,3512,ABDUL LATIFF,1959,male,bumiputera
14,Johor,P.155 Tenggara,1,PARTI KEADILAN RAKYAT (PKR),14209,0,lost,4282,NORJEPRI BIN MOHAMED JELANI,1966,male,bumiputera
14,Johor,P.155 Tenggara,2,PARTI ISLAM SE MALAYSIA (PAS),2683,0,lost_deposit,4283,YUHANITA BINTI YUNAN,1976,female,bumiputera
14,Johor,P.155 Tenggara,3,BARISAN NASIONAL (BN),20142,1,won,4284,ADHAM BIN BABA,1963,male,bumiputera
14,Johor,P.156 Kota Tinggi,1,PARTI KEADILAN RAKYAT (PKR),11786,0,lost,4285,AZLINDA LATIF,1976,female,bumiputera
14,Johor,P.156 Kota Tinggi,2,BARISAN NASIONAL (BN),26407,1,won,3515,HALIMAH BINTI MOHAMED SADIQUE,1962,female,bumiputera
14,Johor,P.157 Pengerang,1,PARTI KEADILAN RAKYAT (PKR),10412,0,lost,4286,NORLIZA NGADIRAN,1969,female,bumiputera
14,Johor,P.157 Pengerang,2,BARISAN NASIONAL (BN),21829,1,won,3518,AZALINA OTHMAN SAID,1964,female,bumiputera
14,Johor,P.158 Tebrau,1,PARTI KEADILAN RAKYAT (PKR),64535,1,won,3865,STEVEN CHOONG,1958,male,chinese
14,Johor,P.158 Tebrau,2,BARISAN NASIONAL (BN),27310,0,lost,3509,HOU KOK CHUNG,1963,male,chinese
14,Johor,P.158 Tebrau,3,PARTI ISLAM SE MALAYSIA (PAS),12098,0,lost_deposit,4287,ABDULLAH HUSSAIN,1962,male,bumiputera
14,Johor,P.159 Pasir Gudang,1,PARTI ISLAM SE MALAYSIA (PAS),6278,0,lost_deposit,578,ABDUL AZIZ BIN ABDULLAH,1970,male,bumiputera
14,Johor,P.159 Pasir Gudang,2,BARISAN NASIONAL (BN),36889,0,lost,2187,MOHAMED KHALED BIN NORDIN,1959,male,bumiputera
14,Johor,P.159 Pasir Gudang,3,BEBAS (BEBAS),227,0,lost_deposit,4288,CHEE JOCK,1943,male,chinese
14,Johor,P.159 Pasir Gudang,4,PARTI KEADILAN RAKYAT (PKR),61615,1,won,1860,HASSAN BIN ABDUL KARIM,1951,male,bumiputera
14,Johor,P.160 Johor Bahru,1,BARISAN NASIONAL (BN),30270,0,lost,3522,SHAHRIR ABDUL SAMAD,1950,male,bumiputera
14,Johor,P.160 Johor Bahru,2,PARTI KEADILAN RAKYAT (PKR),50052,1,won,4289,AKMAL NASIR,1986,male,bumiputera
14,Johor,P.161 Pulai,1,BEBAS (BEBAS),591,0,lost_deposit,4290,YAP KENG TAK,1960,male,chinese
14,Johor,P.161 Pulai,2,PARTI KEADILAN RAKYAT (PKR),55447,1,won,2958,SALAHUDDIN AYUB,1962,male,bumiputera
14,Johor,P.161 Pulai,3,BARISAN NASIONAL (BN),26523,0,lost,3524,NUR JAZLAN BIN MOHAMED,1966,male,bumiputera
14,Johor,P.161 Pulai,4,PARTI ISLAM SE MALAYSIA (PAS),4332,0,lost_deposit,4291,DR. MOHD MAZRI BIN YAHYA,1970,male,bumiputera
14,Johor,P.162 Iskandar Puteri,1,BARISAN NASIONAL (BN),35862,0,lost,4292,JASON TEOH SEW HOCK,1970,male,chinese
14,Johor,P.162 Iskandar Puteri,2,PARTI KEADILAN RAKYAT (PKR),80726,1,won,698,LIM KIT SIANG,1941,male,chinese
14,Johor,P.163 Kulai,1,BARISAN NASIONAL (BN),22564,0,lost,4293,TANG NAI SOON,1970,male,chinese
14,Johor,P.163 Kulai,2,PARTI ISLAM SE MALAYSIA (PAS),6667,0,lost_deposit,4294,JUWAHIR BIN AMIN,1981,male,bumiputera
14,Johor,P.163 Kulai,3,PARTI KEADILAN RAKYAT (PKR),55312,1,won,3434,TEO NIE CHING,1981,female,chinese
14,Johor,P.164 Pontian,1,PARTI KEADILAN RAKYAT (PKR),20299,0,lost,4295,KARMAINE BIN SARDINI,1953,male,bumiputera
14,Johor,P.164 Pontian,2,BARISAN NASIONAL (BN),21132,1,won,3527,AHMAD MASLAN,1966,male,bumiputera
14,Johor,P.164 Pontian,3,PARTI ISLAM SE MALAYSIA (PAS),4295,0,lost_deposit,4296,DR BAHAROM MOHAMAD,1957,male,bumiputera
14,Johor,P.165 Tanjung Piai,1,PARTI ISLAM SE MALAYSIA (PAS),2962,0,lost_deposit,4297,NORDIN BIN OTHMAN,1964,male,bumiputera
14,Johor,P.165 Tanjung Piai,2,BARISAN NASIONAL (BN),20731,0,lost,3529,WEE JECK SENG,1964,male,chinese
14,Johor,P.165 Tanjung Piai,3,PARTI KEADILAN RAKYAT (PKR),21255,1,won,4298,MOHD FARID,1977,male,bumiputera
14,W.P. Labuan,P.166 Labuan,1,BARISAN NASIONAL (BN),10164,1,won,3875,ROZMAN BIN ISLI,1965,male,bumiputera
14,W.P. Labuan,P.166 Labuan,2,PARTI HARAPAN RAKYAT SABAH (HR),925,0,lost_deposit,4299,SITI ZALEHA S.W.IBRAHIM,1957,female,bumiputera
14,W.P. Labuan,P.166 Labuan,3,PARTI ISLAM SE MALAYSIA (PAS),1555,0,lost_deposit,4300,AHMAD JUNID @ JUNIT BIN MOHD ALING @ ALING,1967,male,bumiputera
14,W.P. Labuan,P.166 Labuan,4,PARTI WARISAN SABAH (WARISAN),8714,0,lost,4301,NOOR HALIM BIN ZAINI,1965,male,bumiputera
14,Sabah,P.167 Kudat,1,PARTI WARISAN SABAH (WARISAN),17144,0,lost,4302,SHARIFF AZMAN SH ALONG,1969,male,bumiputera
14,Sabah,P.167 Kudat,2,PARTI PERPADUAN RAKYAT SABAH (PPRS),1432,0,lost_deposit,4303,MOHD ASHRAF CHIN ABDULLAH,1967,male,bumiputera
14,Sabah,P.167 Kudat,3,BARISAN NASIONAL (BN),18503,1,won,3533,ABDUL RAHIM BAKRI,1961,male,bumiputera
14,Sabah,P.168 Kota Marudu,1,PARTI CINTA SABAH (PCS),2501,0,lost_deposit,4304,PAUL PORODONG,1970,male,bumiputera
14,Sabah,P.168 Kota Marudu,2,PARTI HARAPAN RAKYAT SABAH (HR),11259,0,lost,2826,MAIJOL MAHAP,1960,male,bumiputera
14,Sabah,P.168 Kota Marudu,3,PARTI WARISAN SABAH (WARISAN),7113,0,lost,4305,BARLUS BIN MANGABIS,1967,male,bumiputera
14,Sabah,P.168 Kota Marudu,4,BARISAN NASIONAL (BN),13033,1,won,3537,PANGLIMA MAXIMUS JOHNITY ONGKILI,1954,male,bumiputera
14,Sabah,P.169 Kota Belud,1,PARTI ISLAM SE MALAYSIA (PAS),1410,0,lost_deposit,4306,AG LAIMAN BIN IKIN,1962,male,bumiputera
14,Sabah,P.169 Kota Belud,2,BARISAN NASIONAL (BN),19167,0,lost,4307,SALLEH SAID KERUAK,1958,male,bumiputera
14,Sabah,P.169 Kota Belud,3,PARTI HARAPAN RAKYAT SABAH (HR),2092,0,lost_deposit,4308,MIASIN @ AIMADUDDIN BIN MION,1973,male,bumiputera
14,Sabah,P.169 Kota Belud,4,PARTI WARISAN SABAH (WARISAN),23429,1,won,3882,MUNIRAH MAJILIS,1982,female,bumiputera
14,Sabah,P.170 Tuaran,1,BARISAN NASIONAL (BN),22494,1,won,3888,PANGLIMA WILFRED MADIUS TANGAU,1958,male,bumiputera
14,Sabah,P.170 Tuaran,2,PARTI KEADILAN RAKYAT (PKR),14870,0,lost,4309,CHRISNADIA SINAM,1983,female,bumiputera
14,Sabah,P.170 Tuaran,3,PARTI HARAPAN RAKYAT SABAH (HR),2311,0,lost_deposit,4310,SYRA PETER @ P GOM,1972,female,bumiputera
14,Sabah,P.170 Tuaran,4,PARTI CINTA SABAH (PCS),2611,0,lost_deposit,4311,KALAKAU @ KALAKAN BIN UNTOL @ ENTOL,1955,male,bumiputera
14,Sabah,P.170 Tuaran,5,PARTI ISLAM SE MALAYSIA (PAS),1357,0,lost_deposit,4312,PAUMIN @ MOHD AMINUDDIN BIN ALING,1963,male,bumiputera
14,Sabah,P.171 Sepanggar,1,PARTI MAJU SABAH (SAPP),2958,0,lost_deposit,3891,JEFFREY KUMIN,1968,male,bumiputera
14,Sabah,P.171 Sepanggar,2,PARTI CINTA SABAH (PCS),971,0,lost_deposit,4313,ROBERT SOPINING,1977,male,bumiputera
14,Sabah,P.171 Sepanggar,3,BARISAN NASIONAL (BN),15436,0,lost,3538,ABDUL RAHMAN BIN DAHLAN,1966,male,bumiputera
14,Sabah,P.171 Sepanggar,4,PARTI WARISAN SABAH (WARISAN),28420,1,won,4314,MOHD AZIS BIN JAMMAN,1975,male,bumiputera
14,Sabah,P.172 Kota Kinabalu,1,BARISAN NASIONAL (BN),7546,0,lost,3895,JOSEPH LEE HAN KYUN,1972,male,chinese
14,Sabah,P.172 Kota Kinabalu,2,PARTI MAJU SABAH (SAPP),3132,0,lost_deposit,2837,YONG TECK LEE,1959,male,chinese
14,Sabah,P.172 Kota Kinabalu,3,PARTI TINDAKAN DEMOKRATIK (DAP),31632,1,won,3587,CHAN FOONG HIN,1979,male,chinese
14,Sabah,P.173 Putatan,1,PARTI HARAPAN RAKYAT SABAH (HR),1755,0,lost_deposit,4315,EDMUND JIVOL DOUDILIM,1958,male,bumiputera
14,Sabah,P.173 Putatan,2,PARTI ISLAM SE MALAYSIA (PAS),2434,0,lost_deposit,4316,ZULZAIM HILMEE ABIDIN,1988,male,bumiputera
14,Sabah,P.173 Putatan,3,PARTI KEADILAN RAKYAT (PKR),14106,1,won,4317,AWANG HUSAINI BIN SAHARI,1967,male,bumiputera
14,Sabah,P.173 Putatan,4,PARTI KERJASAMA ANAK NEGERI (ANAKNEGERI),728,0,lost_deposit,4318,MIL KUSIN ABDILLAH SULAI,1962,male,bumiputera
14,Sabah,P.173 Putatan,5,BARISAN NASIONAL (BN),11767,0,lost,3547,MARCUS MAKIN MOJIGOH,1953,male,bumiputera
14,Sabah,P.174 Penampang,1,PARTI WARISAN SABAH (WARISAN),32470,1,won,3898,DARELL LEIKING,1971,male,bumiputera
14,Sabah,P.174 Penampang,2,PARTI SOLIDARITI TANAH AIRKU (SOLIDARITI),1196,0,lost_deposit,4319,CLEFTUS STEPHEN SPINE,1954,male,bumiputera
14,Sabah,P.174 Penampang,3,BARISAN NASIONAL (BN),8997,0,lost,4320,CEASAR MANDELA MALAKUN,1991,male,bumiputera
14,Sabah,P.174 Penampang,4,PARTI KERJASAMA ANAK NEGERI (ANAKNEGERI),445,0,lost_deposit,3550,DR. EDWIN @ JACK BOSI,1957,male,bumiputera
14,Sabah,P.175 Papar,1,PARTI CINTA SABAH (PCS),481,0,lost_deposit,4321,ELBERT BIN SIKUIL,1960,male,bumiputera
14,Sabah,P.175 Papar,2,BARISAN NASIONAL (BN),17069,0,lost,3554,ROSNAH HJ ABDUL RASHID SHIRLIN,1973,female,bumiputera
14,Sabah,P.175 Papar,3,PARTI SOLIDARITI TANAH AIRKU (SOLIDARITI),892,0,lost_deposit,3900,JAMIL BIN WILLIAM CORE,1964,male,bumiputera
14,Sabah,P.175 Papar,4,PARTI WARISAN SABAH (WARISAN),17394,1,won,4322,AHMAD BIN HASSAN,1961,male,bumiputera
14,Sabah,P.176 Kimanis,1,BARISAN NASIONAL (BN),11942,1,won,3558,ANIFAH AMAN,1954,male,bumiputera
14,Sabah,P.176 Kimanis,2,PARTI WARISAN SABAH (WARISAN),11786,0,lost,4323,KARIM BIN BUJANG,1954,male,bumiputera
14,Sabah,P.176 Kimanis,3,PARTI HARAPAN RAKYAT SABAH (HR),1300,0,lost_deposit,3557,JAAFAR BIN ISMAIL,1957,male,bumiputera
14,Sabah,P.177 Beaufort,1,BARISAN NASIONAL (BN),11354,1,won,3903,AZIZAH BINTI MOHD DUN,1955,female,bumiputera
14,Sabah,P.177 Beaufort,2,PARTI KEADILAN RAKYAT (PKR),7835,0,lost,4324,JOHN OT GHANI,1953,male,bumiputera
14,Sabah,P.177 Beaufort,3,PARTI HARAPAN RAKYAT SABAH (HR),8023,0,lost,3562,LAJIM BIN UKIN (PANGLIMA),1956,male,bumiputera
14,Sabah,P.178 Sipitang,1,BARISAN NASIONAL (BN),12038,1,won,4325,HAFEZ MUSA,1978,male,bumiputera
14,Sabah,P.178 Sipitang,2,PARTI WARISAN SABAH (WARISAN),11186,0,lost,4326,NOOR HAYATY BINTI MUSTAPHA,1970,female,bumiputera
14,Sabah,P.178 Sipitang,3,PARTI HARAPAN RAKYAT SABAH (HR),1547,0,lost_deposit,4327,DAYANG AEZZY BINTI LIMAN,1984,female,bumiputera
14,Sabah,P.179 Ranau,1,BARISAN NASIONAL (BN),13804,0,lost,3907,EWON EBIN,1955,male,bumiputera
14,Sabah,P.179 Ranau,2,PARTI CINTA SABAH (PCS),1110,0,lost_deposit,4328,ANDAU BIN YASUN @ BRUNO,1960,male,bumiputera
14,Sabah,P.179 Ranau,3,PARTI KEADILAN RAKYAT (PKR),14880,1,won,3566,JONATHAN BIN YASIN,1968,male,bumiputera
14,Sabah,P.179 Ranau,4,PARTI SOLIDARITI TANAH AIRKU (SOLIDARITI),3148,0,lost_deposit,4329,SOUDI @ SAMI BIN ANDANG,1958,male,bumiputera
14,Sabah,P.180 Keningau,1,PARTI CINTA SABAH (PCS),433,0,lost_deposit,4330,JIUS BIN AWANG,1964,male,bumiputera
14,Sabah,P.180 Keningau,2,BEBAS (BEBAS),248,0,lost_deposit,4331,MAIMIN @ JEFFRUS RIJAN,1954,male,bumiputera
14,Sabah,P.180 Keningau,3,BARISAN NASIONAL (BN),12742,0,lost,4332,DANIEL KINSIK,1959,male,bumiputera
14,Sabah,P.180 Keningau,4,PARTI SOLIDARITI TANAH AIRKU (SOLIDARITI),13286,1,won,5103,DATUK SERI PANGLIMA DR.JEFFREY G.KITINGAN,1947,male,bumiputera
14,Sabah,P.180 Keningau,5,BEBAS (BEBAS),199,0,lost_deposit,4333,JUSTIN GUKA,1957,male,bumiputera
14,Sabah,P.180 Keningau,6,PARTI WARISAN SABAH (WARISAN),13241,0,lost,4334,JAKE NOINTIN,1962,male,bumiputera
14,Sabah,P.181 Tenom,1,BARISAN NASIONAL (BN),10230,0,lost,4335,RUBIN BIN BALANG,1963,male,bumiputera
14,Sabah,P.181 Tenom,2,PARTI TINDAKAN DEMOKRATIK (DAP),11363,1,won,4336,NOORITA SUAL,1980,female,bumiputera
14,Sabah,P.181 Tenom,3,PARTI HARAPAN RAKYAT SABAH (HR),645,0,lost_deposit,4337,LAIMOI @ YUSLINAH BINTI LAIKIM,1968,female,bumiputera
14,Sabah,P.182 Pensiangan,1,PARTI SOLIDARITI TANAH AIRKU (SOLIDARITI),2839,0,lost_deposit,3569,RICHARD JOE JIMMY,1956,male,bumiputera
14,Sabah,P.182 Pensiangan,2,PARTI KEADILAN RAKYAT (PKR),9469,0,lost,4338,RAYMOND BIN AHUAR,1986,male,bumiputera
14,Sabah,P.182 Pensiangan,3,PARTI CINTA SABAH (PCS),212,0,lost_deposit,4339,MAIDIN BIN ATAK @ MAIDIN OSMAN,1958,male,bumiputera
14,Sabah,P.182 Pensiangan,4,BARISAN NASIONAL (BN),11783,1,won,4340,ARTHUR JOSEPH KURUP,1983,male,bumiputera
14,Sabah,P.182 Pensiangan,5,BEBAS (BEBAS),65,0,lost_deposit,4341,ENGAH BIN SINTAN,1952,male,bumiputera
14,Sabah,P.183 Beluran,1,BARISAN NASIONAL (BN),13007,1,won,2857,RONALD KIANDEE,1961,male,bumiputera
14,Sabah,P.183 Beluran,2,BEBAS (BEBAS),246,0,lost_deposit,4342,SALIMAH BINTI OYONG,1966,female,bumiputera
14,Sabah,P.183 Beluran,3,PARTI CINTA SABAH (PCS),284,0,lost_deposit,4343,TOIDY LUIT,1966,male,bumiputera
14,Sabah,P.183 Beluran,4,PARTI HARAPAN RAKYAT SABAH (HR),996,0,lost_deposit,4344,SIPIN BIN KADANDI,1962,male,bumiputera
